id,titles,artists,danceability,energy,acousticness,instrumentalness,tempo,dataset,cluster
5T37zS90GkaMHRj5uNaJpb,Le chemin (feat. Sita),Kyo and  Sita,0.526,0.748,0.00518,1.94e-06,159.929,N,10
1DtoJ2WlKr4EZD95ZTMVGC,Old Rugged Cross,Nashville Mandolins,0.588,0.322,0.764,0.634,117.81,N,2
44uIUwU9ME01aK8evhlWqr,"Symphony No. 5, ‘Sinfonia concertante’: I. Toccata",Karl Amadeus Hartmann and  Netherlands Radio Chamber Philharmonic,0.466,0.204,0.983,0.905,95.326,N,2
2YNqkgnx1YyVJniQx75UOs,Mother Earth,"Barbara Dane and  ""Lightnin Hopkins""",0.486,0.0721,0.974,2.1600000000000007e-05,76.789,N,6
00b3hPdNYOuKTGT2F244lH,Amazing Journey,Michael Cerveris,0.644,0.637,0.4379999999999999,3.21e-05,144.014,N,1
4W7weBPjetqfbtwA26svJk,Darkness,Saint Vitus,0.244,0.78,0.0606,0.212,90.046,N,7
5NXNWd9QpQNBxpjcckemCF,Every Little Thing U Do (Album Version),Christopher Williams,0.67,0.585,0.0424,0.000118,98.192,N,0
0Ur5Z3MnPL5Asq8UFRvYed,Love Is Here,Bag of Tricks Cat and  Mega Ran and  Elluna and  Jarred The Alien,0.49,0.728,0.000262,0.0009539999999999,83.891,N,7
00ohDFPGxwqUjgL5lZml69,Naudain Shuffle,Clayton & Fulcrum,0.7659999999999999,0.718,0.006,0.861,117.997,N,4
3QZlqrGxfbZlp2Se15vOB9,Valparaiso,Sting and  Cantus,0.215,0.0366,0.982,0.0016699999999999,128.72799999999998,N,8
0NEQKOMIGV6LJLdTyxDTNT,Tia Ignacia,"""Rays Vast Basement""",0.809,0.831,0.735,0.951,129.424,N,4
0fm1aT3Zj2DRt2Tpjv9285,Nite Crawler,Larry Carlton,0.684,0.624,0.797,0.875,93.978,N,2
6NT3vk42I54jbYUybggfwH,Lost Another Angel - (Dub) [Mixed],Pig&Dan,0.6729999999999999,0.807,0.0017699999999999,0.843,126.995,N,4
5H8Upvloxi42VMlllxHUkr,1-2-3-4 (Sumpin' New),Coolio,0.904,0.747,0.296,0.00291,115.182,N,0
0iVVOJv0IkLKWyFzR9TEDe,Free Born Man,Jimmy Martin,0.5539999999999999,0.84,0.2319999999999999,0.000231,121.038,N,7
2tnYoH5sxcbt9vvyPwAAQm,Winter,Deborah Bartley,0.52,0.413,0.462,0.0,124.835,N,3
6G8m9n0mudGH5QjqhnA6SX,De Que Vale La Existencia,Luisito Carrion,0.8240000000000001,0.794,0.387,0.0,97.147,N,0
5eIKWY5HJhGBJB0zC4nAew,"Mili 'allaya mili - Lean on me, lean",Traditional and  Bedouin Musicians,0.5379999999999999,0.909,0.0809,0.0074,98.637,N,7
6vcX2iBEe0i9ASsRuZMnxo,Miles & Trane,John Robinson and  PVD,0.795,0.5670000000000001,0.346,0.0,101.08,N,0
1tfq1tZ7RMosNi6gSQAFl5,Livin' The Way I Do,Vince Gill,0.64,0.26,0.0529,3.55e-05,93.479,N,0
1Ci004RlDSXSTIyBhEik9o,Pagtatanim (Planting Rice),Juan Silos Jr. & Rondalla,0.457,0.3879999999999999,0.737,0.855,103.973,N,2
20WDRrKjd5qXb5yQIbkhXJ,I Can't Stop,Zak Schaffer,0.584,0.705,0.000199,0.0017699999999999,120.003,N,1
5lAwS8cBEUKOXbNBj5wLng,Ta robe barre,T-Sale,0.7120000000000001,0.74,0.402,1.63e-05,128.016,N,1
2ENryNqwa4emlqjztoJaPp,The Game Done Changed,Lil Sin,0.68,0.562,0.0653,0.0,75.771,N,0
339sZOmkTgUZN51XL5Cem2,Where I Need To Be,Songs To Your Eyes,0.59,0.64,0.00157,0.8390000000000001,111.966,N,4
7HXGgPzgIJF3BXiHeBCdWp,Business As Usual,"""LIL LOS and  WOODIE and  XO""",0.735,0.885,0.087,0.0,90.01299999999998,N,0
7gzoPARdshVh9mp6rG9U2p,Take A Stand,Midnight Siren,0.816,0.423,0.271,2.87e-06,113.959,N,0
5jaDPcu5oKZNySzSNbOgpl,Something Just Arrived,Jason Ricci & The Bad Kind,0.376,0.764,0.0207,0.0173,174.93599999999995,N,10
0bE2SEMe2ZpmykFJrqkJzn,Remembrance,Tristan Moore,0.526,0.312,0.3779999999999999,0.812,142.974,N,9
0p64YTkGs35s8SfkfMNrAy,Fiddlin' Cricket,Clarence Tater Tate and  Nashville Grass,0.48,0.857,0.222,0.883,146.404,N,5
3NK11CwKe0U8GmqD0pYBSR,"We, The Privileged Few",The Arm,0.384,0.929,0.0002089999999999,0.0317,146.612,N,10
7uvLvNty4eT8ay6jiFnV5P,While the Heat's Hot (Gameplay - Urgent),Josh Whelchel,0.5710000000000001,0.928,1.21e-05,0.7170000000000001,159.936,N,5
0sDXFHK3gzMq5c0844olJH,Victory Unveiled,Glory Oath + Blood and  Mythix,0.2319999999999999,0.5660000000000001,0.0135,0.626,120.002,N,12
6M4uxXixXWU0q61eozMl1b,Sleepless,Sean Sheridan,0.424,0.408,0.0276,0.892,80.02,N,12
4E9VP2K0XOeLH80Ba2xZg4,Ven,Dillon Francis and  Arcangel and  Quimico Ultra Mega,0.743,0.723,0.00828,2.02e-05,115.124,N,0
0nS4ZsioU6cCsC7xVP5Mqj,All He Wrote,Spice 1,0.5870000000000001,0.555,0.3779999999999999,0.0,69.17399999999999,N,0
7s4jqO4hZchhEXuMn6EYHM,Night and Day,Billie Holiday,0.401,0.161,0.985,9.44e-05,94.331,N,6
7mlUaDrVFsaCU9fV9TmtDO,Aftermath,Red Tape,0.366,0.759,0.0001699999999999,0.946,130.381,N,12
3X2edmmpSbUiu5l6M3ZyfN,Liar,Little Big,0.708,0.931,0.0242,0.0563,147.96,N,1
4bJ5yMbvFB0w0OgzcxSlfu,Amazingly Hypocritical,Earth Liberation Front,0.7390000000000001,0.478,0.8959999999999999,4.9e-05,81.229,N,3
3cptsFy1LEi9FlxhtnHUD6,"Cello Suite with Harpsichord Figured Bass, op. 110: Gigue",Paul Cienniwa and  Sam Ou,0.516,0.0582,0.968,0.0243,113.289,N,3
05VE9KQVXfqKiuNl67Hja8,The Perfect Parts - Audiotree Live Version,Shakey Graves,0.302,0.725,0.0754,0.0176,136.389,N,10
68uHTNLVSbHvABBDmhIdHa,The Maids of Cadiz,Scottish National Jazz Orchestra and  Ingrid Jenson,0.308,0.0458,0.972,0.775,105.658,N,11
2VtDJF5R0SIJVd8IJOlOBj,Take Care of You,Giyo,0.743,0.332,0.0403,0.8859999999999999,140.096,N,4
3mWWMFXzDshrnBWFs0dpIx,Radiola,Quakers and  Radioactivists,0.322,0.722,0.421,0.0,74.96300000000002,N,7
7bfBprHi2kkcHJHwWlVp3p,Give It Up,Danger Is My Middle Name,0.436,0.7959999999999999,2.9e-05,0.0257,119.978,N,7
4nwWqo31bmmAAVedCjBgIH,Lorraine Today,Caitlin Cary,0.523,0.613,0.0459,0.0,119.979,N,7
2sVZrG9zDqnc1v96RYmTcO,Étincelles,Jérôme Minière,0.691,0.496,0.103,0.245,102.006,N,0
5euA6jWw2BLqoNTxosilgE,Eastern Terminal,Superchunk,0.3429999999999999,0.93,0.00149,0.246,124.119,N,7
1mmGidZAsmuW0jZKFpwi3V,"Say Old Man, Can You Play The Fiddle? - Instrumental",Buddy Spicher & The Nashville Superpickers,0.478,0.6659999999999999,0.677,0.0264,102.947,N,3
18ErgS9dW6bL4CfpDYGcJV,"Come On Mama, Do That Dance",Tampa Red,0.635,0.416,0.982,0.000338,112.247,N,3
37lGz7Ena6aMReLjL6BIuX,Death Constellation,The Curtains,0.3429999999999999,0.988,0.342,0.89,67.348,N,12
7fXAzNDG1dFSQBgSDipog2,TBone Stomp,Ronnie Earl,0.58,0.774,0.396,0.816,129.183,N,4
1s91DZHCfTFmVSysAd9mJS,Seduction Of The Innocent,Ripping Corpse,0.242,0.716,0.00856,0.684,147.287,N,5
1gE3CtPt3wC4vDgseXRW8A,Stand Up,Richie Allen Buchborn,0.5579999999999999,0.307,0.635,0.14,92.002,N,3
5CA51pIAlOtnA6qDvTEmjs,Don't Worry Baby,Los Lobos,0.36,0.8009999999999999,0.15,0.00618,187.859,N,10
4Phkwjo1EKN2AhAVY4cbS3,The Boys From Ireland - Original Composition Inspired by the Music of U2,"""Pickin On Series""",0.615,0.57,0.691,0.965,118.333,N,2
4c2PAEm96eXfU0NdtYdyYx,Västerbron 05:30 - Live,Gösta Berlings Saga,0.222,0.556,0.162,0.915,81.873,N,12
7gaMbFI2hkQI2Xb4OHjMNt,I Have Confidence,Rebecca Luker,0.52,0.162,0.8490000000000001,0.0,65.611,N,6
57SMOsUeAd3IvFBWo0lhR1,Work It Out,Olly Anna,0.946,0.662,0.288,0.0168,110.091,N,0
5MHyvPoWvZ69ZUuECTq86J,Bill's Religion,Julian & Roman Wasserfuhr,0.488,0.206,0.893,0.757,121.252,N,2
0aA6UHcyXUtYXNQcysiU0f,Freestyle #9 - Feat. Tip & Bun B Of Ugk,Boss Hogg Outlawz and  Slim Thug,0.745,0.545,0.0237,0.0,136.895,N,1
2fN7kK9O0fA3ebhG02CfT3,12 Round Knockout,KJ-52,0.711,0.944,0.0107,0.11,98.013,N,0
1tPJCtD9fbWGpHYjwA9SCl,Rogue Wave - Instrumental,James Horner,0.171,0.0753,0.9,0.833,125.025,N,9
0FY4BsmGVvzvnOTOBjzlY8,Rozo Deshabbos,Cantor Pierre Pinchik,0.359,0.153,0.983,1.7800000000000002e-05,126.443,N,8
1JY3QVGmqVeWvrkbXnL0sA,Sunrize Fender (Fender Bass VI Solo),Ted Nugent,0.522,0.2769999999999999,0.7809999999999999,0.908,131.34799999999998,N,2
2vgWaJ7M2MsTKTN4wXOJtu,Moonstruck,Mungolian Jetset,0.6759999999999999,0.7809999999999999,0.309,0.853,124.997,N,4
7axNo4ZRZNwL6x3alnyoBD,Let Me See It,Master P,0.473,0.909,0.131,1.46e-06,84.111,N,7
3xzsAChnJDvrTrjJcTsTpM,I. Molto moderato,Franz Schubert and  Leon Fleisher,0.273,0.118,0.99,0.878,90.31,N,11
2NYiCJ2PVVPW456KOn8rxV,Rae's Ring,Mike McCready,0.0931,0.276,0.89,0.9,84.139,N,11
2VfwKZeXUbJljEp7JDdwMP,Woolgathering,Fadi Tabbal,0.216,0.326,0.7490000000000001,0.7140000000000001,121.536,N,9
3aBSxLzOkbyxJ4a0sI6Dxm,Donnez-moi du gaz,Éric Lapointe,0.516,0.923,0.0213,0.0,85.98,N,7
4krhhBiOspLUMigxnSkfAB,Hook The Radio,Elia Cmiral,0.244,0.0931,0.00822,0.591,94.053,N,11
4a2V48gfgqrc3RNDw9UNMY,Strong Enough,"""Pickin On Series""",0.503,0.395,0.865,0.78,78.23100000000002,N,2
1my0BCKzAuYbqv8ctGMnOm,"Outshined - Live Session from Sphere Studios, Los Angeles, CA, 2017",Stone Sour,0.205,0.969,0.00069,2.24e-05,187.932,N,10
34ScnQ38lmn3Sleo96eZB6,Mitten Spider,Sissy Spacek,0.228,0.00495,0.145,0.867,107.004,N,11
4X6Sr4JobgHV7xxMZsXWVN,Ask Yourself,Raheem DeVaughn,0.473,0.514,0.235,0.0,124.987,N,7
2Li0za2S8jlOnu6zdfvkbR,Riley's Wagon,"""Cannons Jug Stompers""",0.426,0.303,0.96,0.0641,163.942,N,8
6Tmq1EMJsRDKL5KSDACqOS,Silence,Telephantom,0.547,0.752,0.0172,0.145,144.012,N,1
6Eom1DdGxvYpahfR2EjjUL,Bastardification,The Cultural Studies,0.631,0.87,0.000524,0.126,154.988,N,1
6Z2IJBnOyV7yvN3WCnktsO,"A Boy Named Sue - Live at Madison Square Garden, New York, NY - December 1969",Johnny Cash,0.545,0.785,0.287,0.000149,108.647,N,7
0e6lNYLpVmJrqxJ2CvCQtG,Cosas de Baboon,Divididos,0.466,0.88,0.000327,0.00165,116.622,N,7
5P1uWs8Z2coSpS9ZGjbCg7,EBT,Peso Peso,0.728,0.287,0.00196,0.0,133.998,N,1
3gdUaOySeHJIEPzZwzfWWw,Crashin' Out,Young Dolph,0.912,0.7120000000000001,0.0491,1.11e-05,148.018,N,1
1nhSSEcKzLMO5dsrxXTpjB,Quintet No. 1 in A Major: IV. Adagio,Franz Schmidt and  Alada Janoska and  Stanislav Mucha and  Alexander Lakatoš and  Ján Slávik and  Daniela Ruso,0.133,0.0566,0.958,0.5920000000000001,91.572,N,11
7qETXNLMbtSiITzPFVwyJp,Bedroom Eyes,"Evelyn ""Champagne"" King",0.61,0.917,0.0442,5.320000000000001e-05,108.955,N,7
2ISOCPTE7QNYdiNVIqBbdf,Fresh Dressed,Unk,0.523,0.769,0.000461,0.0,79.001,N,7
50GwOGr6zIQz1LZnGdJM9k,Mystikos,Revolt Production Music,0.447,0.6920000000000001,0.0291,0.695,79.928,N,12
5taqxmUQh59qEJD7F1n8Ei,It's Alright,Domestic Problems,0.608,0.916,0.0555,4.3e-06,130.91,N,1
6WmrZoR7NxM9WiUG5OfIgg,Christ Was Born On Christmas Day,The Countdown Kids,0.713,0.191,0.708,0.0,88.03200000000002,N,3
4xeYSn9dLhAJhdE445hX6T,Closer,Barbra Streisand,0.283,0.223,0.975,0.000686,128.94299999999998,N,8
2no5du2qdRn2s5VP3qUDpx,Old Mrs. Cuddledee,Walter Bulwer,0.5720000000000001,0.311,0.994,0.918,162.849,N,9
3ixUo85HSg5oQVQ25y6cOZ,95% Dark Matter,"""Cravin Dogs""",0.4920000000000001,0.731,0.0781,8.71e-05,187.623,N,10
0h4zx2qXF5dWwggt9p9zrQ,It Came From Beyond The Stars,Mission On Mars,0.411,0.953,0.165,0.211,166.729,N,10
69rg7E9BYVvlhg9eJbv3YA,Kansas City,Trini Lopez,0.517,0.6940000000000001,0.0368,0.0,130.585,N,1
34l4GpsFPN4SDccO3lZTV1,Ghost Drive,Nicole,0.679,0.857,0.0114,0.927,121.7,N,4
2p0WEWmtYIXq4ZJ5asDYco,A Clearing in the Field,William Tyler,0.72,0.145,0.943,0.635,84.675,N,2
1mmRfuVOJydncTUmJ9qWhx,The Path That Divides,Dream Theater,0.304,0.87,0.000896,0.000396,129.945,N,10
5W4LTCsv6J1ME67651RYS9,Cholito,XOchitl,0.677,0.581,0.589,8.240000000000001e-05,93.797,N,3
5p7oCCsrcfyeMZyUKZpXne,PA Nigga,UGK,0.799,0.6629999999999999,0.0527,1.64e-05,168.002,N,1
5Jy0UE3ndMIzJel9HYUPb7,Sinfonia No. 10 in G Major: II. Andante,Jiří Antonín Benda and  Prague Chamber Orchestra and  Christian Benda,0.283,0.136,0.8490000000000001,0.913,59.582,N,11
5v6uoNE4GdpIOubSMR5Rhd,"Requiem, Op. 48: Requiem, Op. 48: Pie Jesu",Oxford Camerata and  Lisa Beckley and  Gabriel Fauré,0.163,0.0993,0.93,0.685,86.55,N,11
4Qa84PTDTf11McdjL9KVyA,Open Coffin Orgy,Six Feet Under,0.337,0.902,0.00138,0.765,132.24200000000002,N,12
3k6V03PD5PzGbaX2WrWCs7,Computer,Bob Mintzer Big Band,0.356,0.605,0.3720000000000001,0.69,112.893,N,12
7hPY6beR0VnE8eGMzhMHww,Burn,Crobot,0.5329999999999999,0.964,2.04e-05,5.41e-06,135.089,N,10
1L1eNrSGZAZxQUCpa8vtvi,Talking Myself in Circles,Four Year Strong,0.5589999999999999,0.926,6.51e-05,5.69e-05,101.005,N,7
26pz1q3DVEfNPXrUqsBNZv,Fade To Grey,Jars Of Clay,0.5710000000000001,0.927,0.00314,2.07e-06,121.95,N,7
4VD2YLsR9RP7KNHc1ktoL1,Can't Stand to Beg (45th Anniversary Deluxe Edition),Podipto,0.593,0.66,0.313,0.0,109.744,N,0
2ZU9RkEz3Z0eSHf5DrW6zk,Father Lucifer,Michael Wollny,0.37,0.134,0.987,0.934,84.36,N,11
2umzQW38sRUHs5R0L5nfjw,Moment 35,Lull,0.363,0.115,0.836,0.973,77.193,N,11
5ZbcOpq7Rwg17PWYe6sQJ4,La tour / Reel d'la 132,"""La Volée dCastors""",0.545,0.91,0.495,1.3699999999999998e-05,122.693,N,7
5CwwN4OfPTYt1y0eqEfQQC,"Symphony No. 1, ""Music on Open Strings"": IV. Refracted Mirror Canon for 14 Lines",Gloria Coates and  Siegerland Orchestra and  Jorge Rotter,0.155,0.225,0.6779999999999999,0.988,108.014,N,11
0JTPlXeiIxy6YOjGlXPZJm,So Sweet My Little Girl,Peter Zak,0.5429999999999999,0.0301,0.8059999999999999,0.0065299999999999,121.576,N,3
3NRbL5xceeTb11wl4aPSbQ,Armed and Ready (Falk Remix),Jeff Williams and  Casey Lee Williams,0.612,0.841,0.0018,1.51e-05,128.04399999999998,N,1
51jXh5dmXYMbCsr8jMJQql,Shipibo Ayahuasca Icaros 2 of 3,Mateus Castro,0.209,0.309,0.624,0.000723,68.10300000000001,N,6
0sqpta2i7jrD3twCe236z5,Sinal de Estrela,Fagner,0.5660000000000001,0.7240000000000001,0.108,1.42e-05,130.671,N,1
77QlaJaOiR6cAl8zeF0evm,Carousel - Hybrid Theory EP,Linkin Park,0.603,0.87,0.00745,0.0299,115.122,N,7
6THv7c4L5lZmA0H0O2fR7b,(Who Says) You Can't Have It All,Alan Jackson,0.579,0.2319999999999999,0.282,0.0,89.59200000000001,N,3
4Q4HtVfguu7AruttmRW21h,Honeydoo!,Dan Bern,0.193,0.924,0.000695,1.06e-05,198.301,N,10
4eVeYnYZ1zuytTsc08vTZq,Sunshine Philosophy - Rob da Bank And Chris Coco Remix,Future Loop Foundation,0.541,0.812,0.0022199999999999,0.431,99.992,N,7
1fVOuMaffV1RIlhhtQC9x8,The Day You Died - Live,Arch Enemy,0.142,0.948,5.65e-05,0.7340000000000001,155.588,N,5
77Ucv3GYSK1N34bXPBpaQw,Chainsaw Death Riot,7-10 Split,0.294,0.966,2.87e-05,0.000206,112.59,N,7
21mk09QxVANKmzPQ5VRTgP,Forêt,Kattam et ses Tam-Tams,0.573,0.799,0.753,0.5529999999999999,135.928,N,4
5QBozbgRWIYDSriHCRTsXd,THE WORLD REVOLVING,Toby Fox,0.41,0.988,0.134,0.959,94.955,N,12
57AKOW2WcJdY5mcVTRhw5d,"Symphonic Suite (From the Film ""On The Waterfront""): Andante (with dignity) - Presto barbaro Presto barbaro",Leonard Bernstein and  New York Philharmonic,0.185,0.222,0.8190000000000001,0.8059999999999999,141.618,N,9
6NqsNZ0uCpbIt4ubA0zGIu,Get To Know Me (feat. Nas),Joe and  Nas,0.563,0.841,0.152,0.0,101.444,N,7
2WYwlZHigyjd4VxAiqsIix,Sally Field,Edie Sedgwick,0.618,0.923,0.00252,0.000178,140.985,N,1
3ozX56LXToAXWEE213DBti,Please Don't Let Me Go,M-Opus,0.597,0.637,0.0141,0.00415,136.171,N,1
4Vn0BsZmRDMfXxNdXo7xpk,"Sonata #31 in A flat major, Op. 110:",Ludwig van Beethoven and  Stewart Goodyear,0.446,0.1119999999999999,0.983,0.875,125.149,N,9
2gApjlWDiKgOhoQ0PBA4hk,Star Track,Jefferson Airplane,0.518,0.434,0.1,0.00797,113.143,N,7
43vto7McP8RTBjhOK0cyFa,Harper Valley PTA,Dolly Parton,0.7929999999999999,0.457,0.33,3.54e-06,123.509,N,1
0AOpF47W6EcsaJ8NnG3nAK,A Child of our Time: Part 2: The dark forces rise like a flood (Alto),Michael Tippett and  Faye Robinson and  Sarah Walker and  Jon Garrison and  John Cheek and  Simon Halsey and  City of Birmingham Symphony Chorus and  City Of Birmingham Symphony Orchestra,0.209,0.0199,0.959,0.000458,80.097,N,6
15E2yOuZszwi80XdRHcLQE,On My Way Up,Conro,0.65,0.84,0.0495,0.8270000000000001,104.994,N,4
2xHicfgsYBJmW3XNqB6Zr4,Victims,Hell Fire,0.377,0.936,3.2500000000000004e-05,0.0164,182.043,N,10
0SBbwHSDF2BaLos4WYL1ab,Howard Crewneck,ANKHLEJOHN,0.461,0.917,0.103,0.0,122.623,N,7
1RDWh1JJWZKSdJtcm3w141,Without You,Cilla Black,0.529,0.259,0.852,0.0475,132.04399999999998,N,8
2AuJUWBA8HAx4ADlCT6yk6,Enemy,Days Of The New,0.4579999999999999,0.542,0.377,4.65e-06,105.173,N,7
6USgKJysEv8XHUSG4LuJ49,Virgin Mountain,Loch Lomond,0.4029999999999999,0.2269999999999999,0.888,0.0038799999999999,145.023,N,8
3k5pEPAW4fqZCAYoGVuN2X,I'm Enough (I Want More),Downtown Boys,0.348,0.845,0.0313,0.000832,177.487,N,10
2sEbf8qfv2hzCZMgNXsj18,Fantaisie: I. Andante ma non troppo,Claude Debussy and  Jean-Efflam Bavouzet and  BBC Symphony Orchestra and  Yan Pascal Tortelier,0.1989999999999999,0.0869,0.98,0.873,94.144,N,11
1uDhojcwWmuXeG8Ok4b9B0,R.I.P. (Piano Solo),Helge Sunde Norske Store Orkester,0.384,0.00628,0.989,0.7929999999999999,80.745,N,11
1n9IrIFNxN4zh36eVFGYDM,Kathy,Triorganico,0.525,0.49,0.362,0.47,138.882,N,4
5CRey5IzXp48LAeqcIR2h3,"Symphony No. 8 in E-Flat Major ""Symphony of a Thousand"": Ib. Imple superna gratia",Gustav Mahler and  Alessandra Marc and  Margaret Jane Wray and  Dagmar Peckova and  Eugenie Grunewald and  Glenn Winslade and  Anthony Michaels-Moore and  Peter Lika and  Europe Choir Academy and  Aurelius Sangerknaben Calw and  SWR Symphony Orchestra and  Michael Gielen,0.152,0.26,0.98,0.0005,67.529,N,6
6mCe6zJ8g9X0Xd1nxOIfLS,Introducing New Details,Pawa Up First,0.469,0.478,0.892,0.7859999999999999,92.02,N,2
0BU9k0iG36mAQq9Li6JZUV,Guitar Rag,Sylvester Weaver,0.455,0.237,0.918,0.936,110.758,N,2
162UilSDU6Nq7ER3zIwP00,"30 Caprices ou pieces d'etude, Op. 2: No. 9 in A Minor: Allegro molto vivace",Alexandre Pierre François Boëly and  Christine Schornsheim,0.203,0.486,0.97,0.964,151.726,N,9
5QR4tneTll5jGOpfafRaOj,So Long,Cane Mill Road and  Liam Purcell and  Eliot Smith and  Casey Lewis and  Tray Wellington,0.6779999999999999,0.551,0.752,0.0444,109.025,N,3
3SooUSaZiRJK4XrfTgR785,So Silent,Eternal Oath,0.4379999999999999,0.954,0.0003129999999999,0.129,117.911,N,7
12v9KCZLpRyNEigi9d9nlN,Sick to Move - Live,Superchunk,0.368,0.6459999999999999,0.688,0.000893,147.364,N,8
4elICg6xshKS80OygfNqCU,Inversion,Psion,0.672,0.903,0.0106,0.843,181.451,N,5
4B63SdshH4ivSM7Mk0jBAZ,"Harpsichord Concerto, Op. 42: I. Allegro leggiero",Viktor Kalabis and  Jory Vinikour and  Chicago Philharmoic and  Scott Speck,0.327,0.395,0.475,0.00294,143.225,N,8
6FSLsp5QkSbBkl1P3ST0uC,To Hell With You,The Apocalypse Blues Revue,0.5579999999999999,0.557,0.0007059999999999,0.00188,113.55,N,7
6dnUB4jqbMOinREm9syaZn,H2O,Pimps of Joytime,0.7240000000000001,0.928,0.0187,0.147,107.006,N,0
1x7xWLDfDqu4Mf3seDSN5P,Tropical Sunset - Original Mix,Veeshy,0.74,0.477,0.0824,0.843,127.985,N,4
5blnH4k5HNi35rSEWLVT4K,Nach dem Sturm,Toshio Hosokawa and  Susanne Elmark and  Ilse Eerens and  Basque National Orchestra and  Jun Markl,0.13,0.0722,0.6409999999999999,0.207,85.93,N,6
1TXC95123QFtnhPFcxhBKj,Something's Got to Give,The Gasoline Gypsies,0.39,0.608,0.0187,1.28e-06,79.378,N,7
2YgvJ8xbfCyIs7jADagNYR,"For lo, I raise up, Op. 145","Charles Villiers Stanford and  Christopher Whitton and  ""Choir of St. Johns College and  Cambridge"" and  Christopher Robinson",0.207,0.103,0.921,0.5589999999999999,135.438,N,9
1PrcH1pIHVSrr4eXsDOLfQ,Story to Tell,Death,0.223,0.934,0.000161,0.0138,76.317,N,7
4CsMnJ6UL4PjlhsBwXWV11,Ghost Knocking,4 Star View,0.479,0.133,0.966,0.00236,95.621,N,6
0xvXYelmjY6abBhdjSF1Mg,"Invention No. 2 in C Minor, BWV 773",Johann Sebastian Bach and  Peter Serkin,0.342,0.0651,0.994,0.938,95.159,N,11
5V29WDYHqVWER6XDR1bxS6,At What Point Does a Shakespeare Say,Emilie Autumn,0.596,0.19,0.472,0.0,128.91299999999998,N,3
1MyWqtw3ZT9iCFEr1EO4ht,Angelus ad Pastores,Anonymous and  Saint Frideswide Monks and Novices and  Jon Banks,0.415,0.0122,0.965,0.7929999999999999,80.416,N,11
3TgldOXUHrFhhOjhjbJaOU,Headed for a Heartbreak,Winger,0.462,0.507,0.022,0.000634,134.253,N,1
39fOVcexJOVoeh4AaShtzW,Just Groovin,Ronny Smith,0.618,0.703,0.7859999999999999,0.7,163.089,N,5
15ArK2mfW4FWYnP072mSw4,Look No Further,F. Gregory Holland,0.237,0.3279999999999999,0.353,0.0085799999999999,132.017,N,8
64VLqyvVCCAXyqKCqs40z8,While We Sleep,Insomnium,0.46,0.982,2.39e-06,0.797,112.507,N,12
6zJbMbnR8hYhNTAIzFT875,Sailor to a Siren,Meat Loaf,0.498,0.813,0.201,3.96e-05,146.282,N,10
63NLt2ZndBBrF5LqnfRVME,Walk On,Eileen Ivers,0.39,0.8170000000000001,0.7140000000000001,2.36e-06,180.96,N,10
49diu6ria7vBQ44mmW7atu,Southern Drawl,Jeremiah Johnson,0.4429999999999999,0.616,0.266,0.000424,85.988,N,7
4ZIGPk3xC7gAkSvpcKURV6,You Don't Really Love Me,dave borins,0.8490000000000001,0.742,0.523,0.0,109.014,N,0
0YWLhveF5NUG3kjqT4CoM7,Runaway,Kim Carnes,0.539,0.416,0.8059999999999999,1.2e-06,127.054,N,3
0GJtzaQvxiDTl5qgsJdQGn,Can't Get Enough,54-40,0.5920000000000001,0.825,0.000566,0.000271,122.909,N,1
1lhngh3Iyz18g9VFr1yfmT,Do I Belong,Apathy and  Prime Element,0.701,0.741,0.0207,4.56e-05,82.49700000000001,N,0
6aVdWnjgsodp7vaLuIHqsE,I Wanna Date Your Avatar,The Kimberly Trip,0.545,0.902,0.0103,0.000159,152.082,N,10
6uYPnZQwVMcyWNvl9deO3x,Praise The Lord,Column 5,0.649,0.855,0.0708,0.0033399999999999,120.003,N,1
4pVA399XGov2hhrrxSJip2,Turn Back The Pages,Stephen Stills,0.3720000000000001,0.746,0.19,0.0,153.296,N,10
2babt5TpDabDMUuf4OCAGo,Mall Huts,Sebastian Maniscalco,0.504,0.926,0.782,2.19e-06,126.216,N,7
27GHbAPJG87Wg5hdbniVvc,"Album for Children, Op. 39: La Nouvelle Poupée. Allegro",Pyotr Ilyich Tchaikovsky and  Arkady Sevidov,0.401,0.1009999999999999,0.995,0.852,153.07399999999996,N,9
3ws5LVCjjsfkmpl7aifyIH,Chicago,Ross Rogen,0.588,0.89,0.000714,0.243,160.004,N,10
3krPnhNNvk429XkFXP9g94,Jacquet Bounce,Illinois Jacquet,0.564,0.22,0.867,0.0343,157.577,N,8
7k0iXjCat3xzENlR6DuhPW,Stumblin' In,Chris Norman and  Suzi Quatro,0.755,0.72,0.0119,4.35e-05,129.286,N,1
5CQhdkToo7bHuLPcbNRAN6,Rodeo (Club mix),Ghost In The Machine,0.609,0.966,0.0159,0.591,130.015,N,4
2t4gc4iupPPuQcvHfCCXja,"Main Theme (From ""Halloween"")",Gareth Williams,0.642,0.8059999999999999,0.049,0.759,137.033,N,4
719Yo4cQ51sdZJVWCcQcJ8,"In A Corner [from ""Near the Edge of Light,"" 1990]",Isadar,0.312,0.163,0.975,0.845,80.554,N,11
2mBCZ6dAlGExVl0jTZPIKq,Poverty's Lament,Bucky Halker,0.384,0.422,0.29,0.0,112.437,N,7
